,Day,Cash,Portfolio,Total,Open,Close,High,Low,Signal,Target price,Tag,MDD
0,2023-03-29,10000.0,0.0,10000.0,175800,180400,180700,175800,0.0,180400,0,0
1,2023-03-30,10000.0,0.0,10000.0,179200,181200,181900,178800,0.0,181200,0,0
2,2023-03-31,10000.0,0.0,10000.0,182000,184500,184900,181900,0.0,184500,0,0
3,2023-04-03,10000.0,0.0,10000.0,184600,183600,185500,182300,0.0,183600,0,0
4,2023-04-04,10000.0,0.0,10000.0,184000,183800,186500,183300,0.0,183800,0,0
5,2023-04-05,10000.0,0.0,10000.0,185100,186700,187200,184000,0.0,186700,0,0
6,2023-04-06,10000.0,0.0,10000.0,186900,185100,189400,184700,0.0,185100,0,0
7,2023-04-07,10000.0,0.0,10000.0,185400,185100,186500,184600,0.0,185100,0,0
8,2023-04-10,10000.0,0.0,10000.0,186000,185900,188500,184200,0.0,185900,0,0
9,2023-04-11,10000.0,0.0,10000.0,186600,192100,192400,185100,0.0,192100,0,0
10,2023-04-12,10000.0,0.0,10000.0,195000,198200,199500,194600,0.0,198200,0,0
11,2023-04-13,10000.0,0.0,10000.0,199000,198900,199900,196200,0.0,198900,0,0
12,2023-04-14,10000.0,0.0,10000.0,199500,196100,199700,196000,0.0,196100,0,0
13,2023-04-17,10000.0,0.0,10000.0,195400,195000,196100,193800,0.0,195000,0,0
14,2023-04-18,10000.0,0.0,10000.0,192700,191400,193000,188200,0.0,191400,0,0
15,2023-04-19,10000.0,0.0,10000.0,191400,193600,194200,190300,0.0,193600,0,0
16,2023-04-20,10000.0,0.0,10000.0,193000,192500,194100,191400,0.0,192500,0,0
17,2023-04-21,10000.0,0.0,10000.0,191100,190400,191800,188300,0.0,190400,0,0
18,2023-04-24,10000.0,0.0,10000.0,190600,191900,193100,190600,0.0,191900,0,0
19,2023-04-25,10000.0,0.0,10000.0,193000,201000,201500,191200,0.0,201000,0,0
20,2023-04-26,10000.0,0.0,10000.0,205500,201500,207500,199900,0.0,201500,0,0
21,2023-04-27,10000.0,0.0,10000.0,201500,202000,205000,200500,0.0,202000,0,0
22,2023-04-28,10000.0,0.0,10000.0,203000,197500,203500,196200,0.0,197500,0,0
23,2023-05-02,10000.0,0.0,10000.0,198500,201500,202000,197700,0.0,201500,0,0
24,2023-05-03,10000.0,0.0,10000.0,200500,201000,202000,198500,0.0,201000,0,0
25,2023-05-04,10000.0,0.0,10000.0,200000,199200,201000,197400,0.0,199200,0,0
26,2023-05-08,10000.0,0.0,10000.0,201000,202500,203000,200000,0.0,202500,0,0
27,2023-05-09,10000.0,0.0,10000.0,202000,205000,205500,199900,0.0,205000,0,0
28,2023-05-10,10000.0,0.0,10000.0,206000,210000,211000,205000,0.0,210000,0,0
29,2023-05-11,10000.0,0.0,10000.0,211500,208000,211500,208000,0.0,208000,0,0
30,2023-05-12,10000.0,0.0,10000.0,207000,208500,209500,205500,0.0,208500,0,0
31,2023-05-15,10000.0,0.0,10000.0,207000,208000,209000,204000,0.0,208000,0,0
32,2023-05-16,10000.0,0.0,10000.0,206500,202500,207500,201000,0.0,202500,0,0
33,2023-05-17,10000.0,0.0,10000.0,202500,204500,205500,202500,0.0,204500,0,0
34,2023-05-18,10000.0,0.0,10000.0,207000,206500,207000,205000,0.0,206500,0,0
35,2023-05-19,10000.0,0.0,10000.0,206000,205500,207500,204000,0.0,205500,0,0
36,2023-05-22,10000.0,0.0,10000.0,206000,207500,208500,204500,0.0,207500,0,0
37,2023-05-23,10000.0,0.0,10000.0,209000,207500,209000,207000,0.0,207500,0,0
38,2023-05-24,10000.0,0.0,10000.0,206000,207500,208000,205500,0.0,207500,0,0
39,2023-05-25,10000.0,0.0,10000.0,206000,203500,206500,203000,0.0,203500,0,0
