,Day,Cash,Portfolio,Total,Open,Close,High,Low,Buy sign,Target price,Tag
0,2015-10-02,10000.0,0.0,10000.0,10137.521609042553,10146.908203125,10160.98809424867,10137.521609042553,0,0.0,0
1,2015-10-05,10000.0,0.0,10000.0,10259.545519459576,10231.3857421875,10268.9321118836,10212.61255733945,0,0.0,0
2,2015-10-06,-0.3500000000003638,9999.99087521487,9999.640875214869,10250.160131025143,10175.0673828125,10278.319911604878,10175.0673828125,1,0.0,0
3,2015-10-07,9825.764442578777,0.0,9825.764442578777,10099.97158387382,9949.7861328125,10099.97158387382,9949.7861328125,0,0.0,0
4,2015-10-08,9825.764442578777,0.0,9825.764442578777,10006.108342633928,9855.9228515625,10024.881529017855,9790.21669921875,0,0.0,0
5,2015-10-12,9825.764442578777,0.0,9825.764442578777,9855.92253691826,9832.4560546875,9855.92253691826,9827.762758241348,0,0.0,0
6,2015-10-13,9825.764442578777,0.0,9825.764442578777,9874.696009776872,9780.830078125,9874.696009776872,9780.830078125,0,0.0,0
7,2015-10-14,9825.764442578777,0.0,9825.764442578777,9776.136150893502,9733.896484375,9808.98922485234,9733.896484375,0,0.0,0
8,2015-10-15,9825.764442578777,0.0,9825.764442578777,9785.522839232872,9813.6826171875,9813.6826171875,9719.816690672076,0,0.0,0
9,2015-10-16,-0.35555742122414813,9825.761362268846,9825.405804847622,9912.24086946277,9959.173828125,9982.640307456117,9907.547573596548,1,0.0,0
10,2015-10-19,9852.828626472341,0.0,9852.828626472341,9987.33249557783,9949.7861328125,9992.025790923495,9940.399542121168,0,0.0,0
11,2015-10-20,-0.35137352765923424,9852.82030756386,9852.4689340362,9982.641100563224,10090.5869140625,10090.5869140625,9940.401434411337,1,0.0,0
12,2015-10-21,9946.823173184177,0.0,9946.823173184177,10104.666641321235,10006.107421875,10114.053233649449,9982.640941054467,0,0.0,0
13,2015-10-22,9946.823173184177,0.0,9946.823173184177,9949.787605805914,9841.841796875,9954.480901846387,9823.0686127131,0,0.0,0
14,2015-10-23,9946.823173184177,0.0,9946.823173184177,9912.240679565832,9945.09375,9945.09375,9879.387609131663,0,0.0,0
15,2015-10-26,-0.3568268158232968,9946.818341107872,9946.461514292048,9992.027693041424,10090.5869140625,10090.5869140625,9973.254508085029,1,0.0,0
16,2015-10-27,10043.887463287732,0.0,10043.887463287732,10123.439761995542,10001.4140625,10142.212946533316,10001.4140625,0,0.0,0
17,2015-10-28,-0.36253671226768347,10043.883111132474,10043.520574420207,10043.654295975355,10189.146484374998,10193.83978077499,9987.334739175496,1,0.0,0
18,2015-10-29,10145.68883726433,0.0,10145.68883726433,10217.307658743352,10146.908203125,10226.6942528258,10123.441717918882,0,0.0,0
19,2015-10-30,10145.68883726433,0.0,10145.68883726433,10156.292706376233,9992.02734375,10156.292706376233,9987.334047674964,0,0.0,0
20,2015-11-02,10145.68883726433,0.0,10145.68883726433,10029.573266118345,9959.173828125,10053.039745449458,9959.173828125,0,0.0,0
21,2015-11-03,10145.68883726433,0.0,10145.68883726433,10043.653129752574,10029.5732421875,10085.892792447796,9949.787212652083,0,0.0,0
22,2015-11-04,10145.68883726433,0.0,10145.68883726433,10048.347059032223,10076.5068359375,10076.5068359375,9996.720801372556,0,0.0,0
23,2015-11-05,-0.3611627356694953,10145.679832462414,10145.318669726745,10118.746633099196,10231.3857421875,10231.3857421875,10118.746633099196,1,0.0,0
24,2015-11-06,10311.3424670949,0.0,10311.3424670949,10325.251319920091,10278.318359375,10334.63791202911,10250.158583047943,0,0.0,0
25,2015-11-09,10311.3424670949,0.0,10311.3424670949,10320.558817555147,9973.2548828125,10320.558817555147,9954.481697150735,0,0.0,0
26,2015-11-10,10311.3424670949,0.0,10311.3424670949,9870.002939585092,9724.5107421875,9940.402389938768,9630.644808382602,0,0.0,0
27,2015-11-11,-0.3775329050986329,10311.34116585991,10310.963632954812,9691.656359533989,9916.9345703125,9916.9345703125,9686.9630634761,1,0.0,0
28,2015-11-12,-0.3739010838580725,10423.624472342555,10423.250571258697,9954.481415137816,10024.880859375,10071.813822199789,9954.481415137816,1,0.0,0
29,2015-11-13,-0.3675201566038595,10284.40417486439,10284.036654707787,9935.707916617785,10001.4140625,10020.187247037777,9874.695066870014,1,0.0,0
30,2015-11-16,-0.3651117903409613,10083.24263493632,10082.877523145979,9799.601540210411,9870.0009765625,9954.480300185003,9799.601540210411,1,0.0,0
31,2015-11-17,10243.090175066836,0.0,10243.090175066836,10029.574407673774,10043.654296875,10053.040889675818,9982.641443669683,0,0.0,0
32,2015-11-18,10243.090175066836,0.0,10243.090175066836,10118.746691497092,10090.5869140625,10146.906468931686,10067.120432867005,0,0.0,0
33,2015-11-19,-0.3698249331628176,10243.08619771219,10242.716372779027,10156.29165349011,10203.224609375,10250.15756525989,10118.745288782198,1,0.0,0
34,2015-11-20,10272.989045071334,0.0,10272.989045071334,10226.690940518549,10264.237304687498,10264.237304687498,10198.531167391831,0,0.0,0
35,2015-11-23,-0.37095492866683344,10272.985304743357,10272.61434981469,10287.704951484018,10278.318359375,10358.104392301657,10259.545175156964,1,0.0,0
36,2015-11-24,10258.225260692501,0.0,10258.225260692501,10306.477411762195,10297.0908203125,10339.330481836116,10264.237750238573,0,0.0,0
37,2015-11-25,10258.225260692501,0.0,10258.225260692501,10325.251510487917,10292.3984375,10344.02469505244,10264.238660653216,0,0.0,0
38,2015-11-26,10258.225260692501,0.0,10258.225260692501,10362.79823001355,10390.9580078125,10400.344600412149,10297.092081816,0,0.0,0
39,2015-11-27,-0.36473930749889405,10258.22162715522,10257.856887847722,10381.570718551407,10339.331054687502,10437.890270369951,10334.637758702622,1,0.0,0
40,2015-11-30,10220.569689684016,0.0,10220.569689684016,10395.652128959611,10306.4794921875,10395.652128959611,10236.080042104251,0,0.0,0
41,2015-12-01,10220.569689684016,0.0,10220.569689684016,10334.638326634553,10381.5712890625,10400.34447403368,10287.7053642066,0,0.0,0
42,2015-12-02,10220.569689684016,0.0,10220.569689684016,10470.744712681077,10367.4921875,10494.211195676777,10367.4921875,0,0.0,0
43,2015-12-03,10220.569689684016,0.0,10220.569689684016,10372.185199359516,10419.1181640625,10419.1181640625,10292.399159364442,0,0.0,0
44,2015-12-04,10220.569689684016,0.0,10220.569689684016,10283.012223240676,10320.558593749998,10339.33177900466,10278.318926927011,0,0.0,0
45,2015-12-07,10220.569689684016,0.0,10220.569689684016,10400.345143037684,10212.61328125,10409.731736127067,10212.61328125,0,0.0,0
46,2015-12-08,10220.569689684016,0.0,10220.569689684016,10170.37272333998,10001.4140625,10221.998980818864,9949.787805021117,0,0.0,0
47,2015-12-09,10220.569689684016,0.0,10220.569689684016,9968.56108105515,9935.7080078125,9973.25437723267,9931.01471163498,0,0.0,0
48,2015-12-10,-0.360310315983952,10220.56183039323,10220.201520077246,9907.54867088584,9823.0693359375,9949.78833836001,9733.89670460314,1,0.0,0
49,2015-12-11,10130.454071250795,0.0,10130.454071250795,9841.842393715868,9668.1904296875,9846.53569004096,9630.644059086771,0,0.0,0
50,2015-12-14,10130.454071250795,0.0,10130.454071250795,9489.84433150976,9316.1923828125,9489.84433150976,9311.499086901762,0,0.0,0
51,2015-12-15,-0.36592874920461327,10130.448852949517,10130.082924200313,9405.365646979886,9508.6181640625,9508.6181640625,9367.819277131664,1,0.0,0
52,2015-12-16,10239.879431859405,0.0,10239.879431859405,9597.79192959959,9593.0986328125,9654.111491044674,9574.32544566414,0,0.0,0
53,2015-12-17,-0.37056814059542376,10239.879035617643,10239.508467477048,9668.191181904562,9724.5107421875,9724.5107421875,9560.245358028928,1,0.0,0
54,2015-12-18,-0.3618377085585962,10202.000420146818,10201.63858243826,9672.883483368008,9940.4013671875,9940.4013671875,9611.870632672331,1,0.0,0
55,2015-12-21,10336.240626235276,0.0,10336.240626235276,9884.080588117904,9921.626953125,9963.866613757982,9879.387292492018,0,0.0,0
56,2015-12-22,10336.240626235276,0.0,10336.240626235276,9916.936627188545,9851.23046875,9916.936627188545,9794.910904374106,0,0.0,0
57,2015-12-23,10336.240626235276,0.0,10336.240626235276,9888.775039980075,9790.2158203125,9888.775039980075,9785.522524137854,0,0.0,0
58,2015-12-24,10336.240626235276,0.0,10336.240626235276,9776.136245164593,9668.1904296875,9790.216134139866,9668.1904296875,0,0.0,0
59,2015-12-28,-0.3793737647247326,10336.240154172661,10335.860780407937,9663.498157975322,9818.376953125,9818.376953125,9625.951783393582,1,0.0,0
60,2015-12-29,-0.37740231252246303,10370.39763697106,10370.020234658537,9757.363669978762,10151.6005859375,10151.6005859375,9757.363669978762,1,0.0,0
61,2015-12-30,10737.61776443527,0.0,10737.61776443527,10203.22547112602,10339.331054687502,10339.331054687502,10160.985807262115,0,0.0,0
62,2016-01-04,10737.61776443527,0.0,10737.61776443527,10362.797560557588,10268.931640625,10447.276888496915,10146.905944712636,0,0.0,0
63,2016-01-05,-0.39223556473007193,10737.61643915365,10737.22420358892,10114.054232360011,10372.185546875,10372.185546875,10067.121266084558,1,0.0,0
64,2016-01-06,10864.481466846775,0.0,10864.481466846775,10386.264743904148,10466.05078125,10466.05078125,10240.77255815583,0,0.0,0
65,2016-01-07,10864.481466846775,0.0,10864.481466846775,10400.344029903627,10348.7177734375,10512.983134920634,10245.465260505243,0,0.0,0
66,2016-01-08,-0.39853315322397975,10864.479649409395,10864.081116256171,10137.520715497738,10372.185546875,10437.891699660631,10090.587749222284,1,0.0,0
67,2016-01-11,10965.449974513944,0.0,10965.449974513944,10367.491112033817,10287.705078125,10512.983291514598,10250.158709226733,0,0.0,0
68,2016-01-12,10965.449974513944,0.0,10965.449974513944,10315.865137659044,10236.0791015625,10390.957877514616,10221.99921283958,0,0.0,0
69,2016-01-13,-0.40002548605662014,10965.446229812167,10965.04620432611,10348.718248569345,10456.6640625,10466.050655015708,10297.091989732944,1,0.0,0
