,Day,Cash,Portfolio,Total,Open,Close,High,Low,Buy sign,Target price,Tag
0,2010-02-12,10000.0,0.0,10000.0,2536640.0,2442880.0,2537280.0,2430400.0,0,2622003.2,none
1,2010-02-16,10000.0,0.0,10000.0,2389760.0,2356160.0,2429760.0,2348800.0,0,2447475.2,none
2,2010-02-17,10000.0,0.0,10000.0,2324800.0,2315520.0,2359680.0,2313280.0,0,2368518.4,none
3,2010-02-18,10000.0,0.0,10000.0,2317120.0,2264320.0,2328000.0,2257600.0,0,2342176.0,none
4,2010-02-19,10000.0,0.0,10000.0,2284800.0,2270400.0,2303360.0,2240000.0,0,2322816.0,none
5,2010-02-22,10000.0,0.0,10000.0,2245760.0,2285120.0,2309760.0,2244160.0,0,230278400.0,none
6,2010-02-23,10000.0,0.0,10000.0,2289280.0,2376320.0,2401280.0,2288960.0,0,234832000.0,none
7,2010-02-24,10000.0,0.0,10000.0,2335360.0,2302080.0,2345920.0,2273920.0,0,2396012.8,none
8,2010-02-25,10000.0,0.0,10000.0,2374720.0,2296960.0,2419200.0,2288000.0,0,2426560.0,none
9,2010-02-26,10000.0,0.0,10000.0,2304000.0,2273600.0,2326080.0,2265920.0,0,2374848.0,none
10,2010-03-01,10000.0,0.0,10000.0,2247040.0,2173440.0,2248640.0,2166400.0,0,2279526.4,none
11,2010-03-02,10000.0,0.0,10000.0,2153600.0,2156800.0,2169920.0,2117760.0,0,2198009.6,none
12,2010-03-03,10000.0,0.0,10000.0,2149120.0,2156800.0,2173120.0,2120000.0,0,2186675.2,none
13,2010-03-04,10000.0,0.0,10000.0,2144960.0,2129920.0,2174720.0,2122240.0,0,2183206.4,none
14,2010-03-05,10000.0,0.0,10000.0,2076800.0,2032000.0,2090879.8,2024960.0,0,2105139.2,none
15,2010-03-08,10000.0,0.0,10000.0,2022080.1,2018879.9,2025920.1,2006400.0,0,2057676.7920000001,none
16,2010-03-09,10000.0,0.0,10000.0,2036480.0,1984000.0,2036480.0,1952000.0,0,2047020.854,none
17,2010-03-10,10000.0,0.0,10000.0,1966399.9,1936320.1,1969920.0,1923520.1,0,2012019.0999999999,none
